score,nose.x,nose.y,nose.score,leftEye.x,leftEye.y,leftEye.score,rightEye.x,rightEye.y,rightEye.score,leftEar.x,leftEar.y,leftEar.score,rightEar.x,rightEar.y,rightEar.score,leftShoulder.x,leftShoulder.y,leftShoulder.score,rightShoulder.x,rightShoulder.y,rightShoulder.score,leftElbow.x,leftElbow.y,leftElbow.score,rightElbow.x,rightElbow.y,rightElbow.score,leftWrist.x,leftWrist.y,leftWrist.score,rightWrist.x,rightWrist.y,rightWrist.score,leftHip.x,leftHip.y,leftHip.score,rightHip.x,rightHip.y,rightHip.score,leftKnee.x,leftKnee.y,leftKnee.score,rightKnee.x,rightKnee.y,rightKnee.score,leftAnkle.x,leftAnkle.y,leftAnkle.score,rightAnkle.x,rightAnkle.y,rightAnkle.score,shotType
0.108145254,70.2097466,22.68758024,0.252318501,81.01613976,3.938713519,0.270368069,43.66490405,19.67626119,0.546778619,97.86146884,0.412148098,0.016061813,151.4334712,190.9331385,0.047872573,151.1678436,34.45750136,0.045120001,-40.71979115,31.68641027,0.039457709,87.05944848,168.4453823,0.031189859,97.62014545,140.3174077,0.014852464,80.91886943,80.34928021,0.014500529,111.3600913,96.95924395,0.011370867,64.93880276,210.1166959,0.070434362,66.22763905,210.0046774,0.074890584,74.67868671,290.3025705,0.028812051,220.915905,291.9614384,0.030114353,191.2656435,268.2520588,0.180179477,192.954364,267.9746576,0.164147496,pull
0.022816714,123.1882058,113.7580129,0.032506764,127.908818,110.953783,0.014631808,119.412368,111.6368394,0.012622088,152.095198,118.8964903,0.004401118,123.7519676,123.7993352,0.003414184,-45.64978844,7.761924091,0.008829981,-50.57821458,29.82082293,0.010863215,107.3570637,268.2917257,0.018447667,108.2518225,273.1553133,0.040825695,88.00155996,274.8700747,0.009614885,129.1017287,278.1451511,0.005254269,90.03581184,265.2800148,0.038569987,75.16112866,266.6717054,0.042746007,96.02134794,258.4390663,0.054221809,96.95907771,259.0558894,0.044606239,99.87547759,265.1596782,0.027625978,109.7908881,266.9199665,0.018702447,pull
0.701407901,119.2455425,83.8956395,0.958958745,121.6082265,76.43286263,0.706523895,112.1898191,77.0017097,0.986166835,118.4886828,79.09395685,0.140952826,91.26604726,79.30244416,0.942084432,59.26124187,100.4212999,0.812433839,79.80012708,115.058516,0.915861726,140.5581463,123.4825075,0.84398371,143.4636454,120.3110246,0.920318484,171.7039413,107.7206712,0.833697557,167.702588,109.1831727,0.887057304,120.7981629,205.1324332,0.893853188,98.50805557,210.9986302,0.946966946,95.26577961,304.1465908,0.58348465,145.8731032,291.3509562,0.474622816,112.3855531,313.7725949,0.041496426,121.3523419,313.1579091,0.035470933,pull
0.019414374,-6.248212881,119.4982447,0.00109911,170.1923949,-0.100479072,0.00101918,16.12095221,22.25524294,0.001112938,-46.95898642,127.823345,0.001342863,5.285730622,-10.48651855,0.002108842,-45.9431819,8.820318897,0.012951165,-45.65225065,30.9014569,0.045417458,58.53921319,219.4872073,0.029064208,50.23319823,242.6824666,0.047469348,98.05595606,196.561708,0.009764671,72.59683275,234.6828238,0.004536569,66.83951946,197.3665883,0.041344792,58.21066534,231.8387399,0.031648129,56.1516105,223.6323019,0.043487012,52.74424571,224.9030503,0.030794621,51.26191076,222.4644702,0.01609382,51.11409941,223.6719866,0.010789633,pull
0.199383911,110.6170536,58.30864962,0.100873202,119.0039609,54.05716061,0.091049761,113.6892712,57.43549213,0.059976101,135.731821,53.4530417,0.142903775,110.5149562,61.03152412,0.025072664,148.7157265,77.94013413,0.467287034,122.1212246,85.84952447,0.081411332,166.8047478,119.0832205,0.584505677,152.490745,124.8495733,0.231140345,142.0015446,82.24599816,0.597073853,128.3052378,82.75364382,0.256118715,165.1713687,132.157138,0.083248645,153.8915374,146.998896,0.121623456,159.7131336,146.5963312,0.108104289,152.0271568,160.3464386,0.098039806,171.7774862,182.7701613,0.179326564,156.9596049,179.2547679,0.161771268,pull
0.111087885,100.4076412,31.35926065,0.188329905,104.1198552,27.21944505,0.127263039,95.36032473,17.03308454,0.07072261,109.8732499,31.29722877,0.415874332,104.0202337,31.54732671,0.08715415,113.8769187,62.3002865,0.248241186,113.2837318,64.38804953,0.2329036,89.54783043,108.4791696,0.072819561,103.8435762,111.1770274,0.098284274,80.1311864,140.7210858,0.071565866,121.5362311,42.32169422,0.060827076,155.0203613,43.29563987,0.052684784,84.80902349,164.7619522,0.040779293,130.5940027,170.3907711,0.032407582,97.71427199,185.584357,0.018580377,114.9899434,195.8957242,0.037445754,114.4694822,195.2020252,0.032610655,pull
0.739078178,161.4241722,220.8911347,0.995273113,166.5924488,215.6532674,0.980825305,156.350334,216.3556763,0.989432096,49.11579177,123.7412686,0.749543548,150.2081964,217.3902935,0.911318541,61.3350627,147.3879595,0.997888446,141.18742,236.7297577,0.996307313,190.288612,279.0222405,0.970178246,134.0258943,271.9942145,0.975989461,97.54785619,171.5257756,0.72838521,149.7953897,291.2404873,0.895625055,75.83942933,241.6157348,0.956481934,47.820659,241.6510912,0.955225527,61.89771125,313.0483308,0.11341083,131.4236771,303.9564674,0.259967923,142.9601766,302.3268288,0.034825772,137.2564234,304.0988907,0.053650707,pull
0.553957511,116.1589864,105.9569897,0.937819958,117.9903617,100.0354693,0.855670094,108.4021899,99.30536292,0.978725791,115.6313291,102.7344937,0.276809573,87.16309544,101.3257127,0.942729533,72.84683049,124.3726352,0.893265247,75.79625349,128.0733428,0.977478862,155.6401234,138.463545,0.39662385,118.5514161,152.344124,0.919614553,170.2343596,117.7706054,0.898253858,164.5145045,115.7528473,0.716227174,145.7108019,189.6310057,0.160945237,99.68357309,204.3912658,0.340937138,163.3688485,187.4719464,0.029557586,147.5873658,185.1214457,0.049005002,100.6207952,262.0887252,0.019941151,97.32663344,243.3404529,0.023673087,pull
0.507186197,78.20842758,93.67400589,0.541679859,78.72590536,91.13467324,0.312216401,75.71277841,95.40268716,0.367476046,83.67897954,95.89698287,0.215695888,71.35811891,100.3789167,0.31180352,89.13664465,115.3992204,0.6365273,69.04906633,116.7844275,0.899184585,98.44821678,128.6285727,0.650893748,71.74516077,130.4112149,0.847462535,103.5252968,130.6969431,0.628901064,111.5115273,132.6695661,0.572681487,92.66614506,167.665296,0.630360723,79.82226717,167.6284968,0.736205757,85.0461522,183.0250128,0.30454129,86.28834825,183.7398722,0.475399256,80.09875108,247.339829,0.268699944,82.53696605,248.7205298,0.222435951,pull
0.555646451,96.13154964,70.6825761,0.986399412,102.5794359,61.1098783,0.951079726,85.19688469,64.58330266,0.98869735,111.4913465,61.60136865,0.604624987,70.31666203,63.18519088,0.910622954,119.9392771,86.98267658,0.925738752,65.17211973,100.2956108,0.85973227,171.9760524,95.9788816,0.747306585,80.32183517,145.2605786,0.152018696,137.7153627,148.0498555,0.343956858,88.78932315,176.9611581,0.136393279,123.2125902,161.3196406,0.749807477,95.26768547,163.3394115,0.577397466,97.49983554,283.65187,0.282115281,104.4164398,261.6040657,0.143574923,145.5769639,309.1664236,0.038342625,101.6910004,313.9859448,0.048181027,pull
0.034160923,182.082833,114.8250654,0.004920781,183.0732947,112.7880527,0.006964982,177.9633162,113.026446,0.003102481,187.6697763,120.8704937,0.003618121,7.231814017,-11.91349549,0.005331457,-46.25928625,10.01745439,0.015524268,-46.18142662,32.61412535,0.03730619,63.50262712,249.6571819,0.039118767,74.57478148,257.5367197,0.103288889,87.08353896,228.2339668,0.012053639,92.22501762,188.3441198,0.008095175,70.31691139,213.4227114,0.079263568,69.45903199,234.5033698,0.049308121,71.52864924,260.8550432,0.081854671,73.60702099,262.1325422,0.066584855,82.30025592,225.6464086,0.041412741,86.25500453,266.5323458,0.022986978,pull
0.766072687,97.90360269,81.94709808,0.875306845,101.6451528,79.29442884,0.842150569,98.61896084,76.9099165,0.91976428,175.7289664,120.9478148,0.508782685,91.70305126,78.5998838,0.694561958,177.2923985,133.6831208,0.955833316,149.3985603,132.6617556,0.960105956,182.491347,149.1460659,0.907407165,150.3534161,149.8550296,0.849821985,168.7489432,153.7443109,0.853642225,155.7469231,152.9303287,0.849382758,167.8147669,165.3619789,0.965952873,92.64542992,148.5522734,0.933295131,85.50105707,191.717179,0.677677751,86.95415393,191.4385131,0.709364653,84.24975028,215.0936023,0.262763679,86.09176814,220.1863745,0.257421851,pull
0.682562234,79.25713387,89.4227796,0.926092863,82.32766831,83.10112564,0.892780542,73.18521938,83.50072482,0.929577172,84.72003566,86.29808834,0.528531432,63.54281058,88.26935764,0.842380822,177.4035086,131.2632965,0.817206144,148.9868402,130.6318142,0.887260675,173.3091599,158.3969888,0.668597698,144.3507272,152.3885645,0.825324893,165.07262,163.9677768,0.426627338,141.8129531,164.0785128,0.676533341,83.74220258,168.2752973,0.887027144,80.14230097,166.5756047,0.842005491,75.4400617,211.2598048,0.609898925,63.06120579,206.4103063,0.51006496,64.18416064,269.0870767,0.165222466,63.46874014,281.9070423,0.168426067,pull
0.054665059,37.28122043,112.6322527,0.060416371,42.19284651,108.1324269,0.048692882,33.62677014,110.7560718,0.073478341,46.6753147,107.6999293,0.035788894,28.00553912,115.0981384,0.043623567,54.15161964,121.889383,0.056729764,28.87547712,133.1661328,0.145806015,66.5163953,149.3313177,0.054606497,58.10849676,154.7569839,0.037397385,74.7727242,127.4932208,0.050319374,59.98088377,146.2880799,0.057159632,65.69854796,178.7041512,0.076366037,55.53843873,180.0641902,0.051852852,70.72255769,177.0919859,0.041076452,68.13307588,179.9797978,0.035933346,52.46694246,233.7004665,0.032227278,53.62811256,233.3067898,0.027831316,pull
0.783450312,92.51401434,169.4750478,0.974928617,92.09621147,165.4186382,0.957245171,88.09183915,165.7449507,0.941025674,98.90224887,167.4166787,0.717835486,83.38737339,167.4123504,0.686828613,105.8748713,182.8858847,0.98519063,79.19741976,183.4355573,0.983000159,114.000978,204.9565772,0.975749791,79.19064236,208.3609318,0.904322386,111.8976697,219.096897,0.861243486,82.98738235,219.519892,0.844932795,109.4573262,223.5873627,0.902221084,89.05099654,224.1239436,0.884784579,111.4958707,256.420845,0.743422627,96.38612502,248.5546483,0.58603704,113.0994151,269.6922688,0.202831984,95.87906715,272.5373858,0.16705519,pull
0.024328269,-6.06517866,132.268355,0.00188747,158.3458451,-4.868623904,0.001425356,83.64499459,71.14684109,0.001515329,153.4482192,105.4317192,0.006616652,115.4740152,-3.869738375,0.002050698,-45.25860089,12.20974829,0.012902021,-41.46448536,35.67124526,0.047136068,149.9062505,136.2652018,0.025264949,156.9190118,132.1804447,0.01522398,182.7618551,211.5611451,0.102946699,183.3428587,212.8877157,0.036932617,67.11653772,177.7819979,0.030023247,50.27273156,179.3852929,0.01945138,148.4516485,136.6555834,0.028268903,188.3333377,285.5060444,0.016380578,187.1738597,220.5520333,0.034124255,158.252814,171.9905037,0.031430364,pull
0.031841694,131.6953429,95.46508195,0.012204289,139.0855901,105.2271149,0.00427258,122.7830583,97.09230712,0.014515072,142.2469558,108.954843,0.002992213,120.9434539,100.6148698,0.008107185,197.5865583,151.7481941,0.022450149,-50.49661058,10.82545403,0.009550422,193.5240571,182.1721474,0.023160279,101.2494811,154.4116484,0.081988722,141.1625012,117.0147788,0.030135959,126.747256,134.5714317,0.075698614,84.21608595,226.6468093,0.038136482,91.81411684,223.9101306,0.039660662,229.5216304,288.8792283,0.046234906,221.0340507,278.8463132,0.037135005,219.1691358,299.6840896,0.049503416,220.8730141,298.1027032,0.045562834,pull
0.238883991,126.4687327,77.10101948,0.096741736,130.1573816,73.27063742,0.076369345,124.7454038,73.74033501,0.070097208,156.6757024,75.63566809,0.053991407,114.9839231,78.55739371,0.049195588,155.3650377,91.99070021,0.108496249,112.6840792,96.464877,0.193928301,142.6688821,95.53115488,0.091416925,105.3921176,99.78548933,0.116289765,113.986782,90.64396662,0.179068714,109.7992062,91.1330969,0.146411955,155.6184108,159.5189017,0.757405519,145.1864755,161.7909947,0.542431355,155.800501,219.4904669,0.708155096,137.490631,218.3120906,0.648811221,151.1776579,245.6757067,0.143397123,140.480843,244.9089792,0.078820348,pull
0.507563258,49.7494115,102.6500212,0.980539203,51.49341984,92.38440369,0.894864202,39.86406734,94.71420704,0.988343954,60.70997483,93.07792456,0.201538175,19.70376338,98.32597131,0.958386302,63.46457218,123.2656308,0.838015616,16.09267595,127.4633148,0.956102252,82.81162425,144.1246656,0.491577715,26.17582032,154.9957513,0.590858757,100.3355568,137.3068012,0.41558224,61.26238159,126.8853748,0.504181683,58.95833412,201.3914888,0.248232782,26.03850012,193.3214893,0.418682218,116.2055999,165.1421098,0.057210326,25.1478826,209.384185,0.040683955,43.87551987,240.7649712,0.019042373,26.73823731,228.9723912,0.024733633,pull
0.337197665,38.58808228,68.95280385,0.118426919,39.87061319,68.35218496,0.103297353,39.05682694,66.79850478,0.088380694,44.74653548,69.70179517,0.128801584,50.55178037,72.08878781,0.08732152,54.38246078,80.89904191,0.409397721,40.2817099,80.92187666,0.335253984,84.21753761,70.35499009,0.318212956,32.58224072,90.64489283,0.141891837,76.27726158,64.64479795,0.350345582,82.99749055,59.08628679,0.218678266,63.8290999,121.3813633,0.787607849,40.41950211,123.9044605,0.754927874,69.26118725,167.935626,0.522026122,61.24452524,168.7721935,0.401273131,59.78028709,231.2300389,0.610475719,57.54064716,230.2825393,0.356041193,pull
0.065229511,82.63052261,27.2327104,0.017359465,94.37862649,5.065217371,0.009411424,77.97622384,26.97576382,0.029990852,95.96596209,3.47861316,0.007239223,65.37636783,28.20785166,0.013800651,140.0857413,-7.195892965,0.031413287,-47.5371037,31.55564928,0.03183949,150.3499962,31.34117943,0.229179144,101.1538316,4.521678394,0.060452223,157.0165493,37.04111864,0.189413756,94.90188421,31.93715389,0.150258571,137.3423654,35.19220315,0.127098739,118.6055462,38.16203848,0.112760842,136.8636729,48.57557423,0.022616267,99.37087775,2.322819168,0.023585349,93.82314719,23.72214841,0.023236841,91.52938605,23.30048261,0.029245555,pull
0.453281827,111.7366865,112.5777397,0.143824577,114.1013832,109.1549499,0.083288699,107.8425248,110.21323,0.07727161,119.1453511,112.2464488,0.05437237,106.2980088,113.2017054,0.052360058,121.9909312,124.3708718,0.111492664,107.7332137,125.5119146,0.101800978,114.7756851,143.7875236,0.53963089,102.7363224,136.4445222,0.638090909,113.7309509,151.3484613,0.264459848,108.6826903,148.6646392,0.426644534,118.9500445,162.1115362,0.970022321,119.2172752,162.3014279,0.937401593,120.2103017,202.0893735,0.864535213,133.3484575,205.0871912,0.858905256,128.2135782,258.2961264,0.871183991,124.4477506,258.2702102,0.710505545,pull
0.594063818,120.6028385,94.94077334,0.993221283,130.6672271,89.21159381,0.994352818,114.6530151,87.5595924,0.988600373,147.1060727,90.70244281,0.96543622,104.0703384,89.53038078,0.651971638,164.2955082,127.6022826,0.971077085,97.82602332,120.0361348,0.993936777,166.7519714,184.6190813,0.251866877,96.33056106,141.499008,0.43727833,174.3358152,140.4991061,0.522268176,114.0233674,132.2578371,0.462557137,141.2721152,227.9584714,0.564194441,104.5256084,225.7012156,0.679247856,106.2691358,281.9244622,0.27000016,111.9406674,283.501556,0.316538662,131.4352548,265.3648881,0.021464884,125.6997609,289.5735507,0.015072197,pull
0.52570305,63.6971945,105.5540597,0.937173784,65.43821045,96.75050728,0.674071789,56.69657191,97.39237388,0.952072024,64.8853584,97.8785474,0.192623645,44.68181625,100.5032966,0.790897012,68.90509342,113.6896245,0.694791555,42.71220345,117.6141464,0.961880028,85.77445064,124.9994864,0.470779568,45.36074034,135.1626058,0.603173733,122.3583355,116.2419865,0.627503514,87.93088267,123.545116,0.443926841,66.61705878,181.1227286,0.411374092,48.72942676,180.2409547,0.803743541,63.67878598,276.1629275,0.098850608,58.90461369,276.5075684,0.1357131,61.06247958,296.1790448,0.063989192,60.0318879,296.2951423,0.074387819,pull
0.866877125,122.6978465,76.29887325,0.95852685,126.5827639,71.78766124,0.89852953,118.519996,70.69684337,0.948483348,40.2919517,103.7475052,0.796488762,56.03253851,101.999222,0.78909415,26.85282963,132.6167095,0.996890306,71.08687167,130.1679144,0.993103385,20.39996047,174.0518652,0.913442612,83.16450305,170.3435697,0.94434309,156.4542837,91.37498136,0.940242648,73.7692332,173.7716497,0.716092169,141.6184481,135.5101856,0.993649721,122.6398156,138.6378604,0.993162036,143.0439099,179.0151099,0.932063103,126.9495983,179.7881783,0.936260223,142.6301058,218.3075486,0.48595202,121.7770469,220.9919139,0.500587165,pull
0.610494221,87.35486635,121.3856649,0.990942955,96.19335664,109.8222517,0.970956802,75.66727813,114.7916504,0.993894458,107.5488436,108.6770588,0.387273014,59.14284673,116.3150505,0.846048951,122.7239943,151.3332144,0.906640887,61.99472331,151.0499709,0.986769319,152.9417758,165.9152139,0.487117589,70.487415,169.5794428,0.81252408,165.856607,152.6119603,0.712218046,144.4855449,159.7058901,0.857757747,143.9904298,246.5255084,0.176474452,97.20887952,256.5150695,0.677716374,81.68974702,273.9278296,0.177906424,87.24201959,275.5488295,0.258415222,94.46194126,285.3972854,0.063536227,96.61068749,285.1398156,0.072209209,pull
0.510192012,102.6444669,79.24063716,0.576404333,102.2630625,79.57469777,0.575327992,95.26732923,74.74350094,0.50451088,104.3220372,78.52816452,0.488565445,94.54480182,74.9095516,0.368003309,112.4427647,90.00888632,0.754718542,92.08309307,88.4440025,0.628083885,117.2687872,108.4802026,0.395648628,102.3836663,56.17728771,0.541801214,158.5311949,44.87728015,0.579035223,120.095843,53.47508382,0.561852336,113.2159934,120.3133134,0.476807415,100.6572204,123.8161139,0.522489369,104.2622429,147.8401214,0.404919744,96.84970425,147.5848068,0.50609827,102.1460745,167.8160018,0.400916934,99.39066668,168.0659372,0.388080686,pull
0.563441487,77.7146306,140.2382431,0.956851721,76.50658871,133.5107647,0.354067147,73.38406158,133.1176223,0.959370971,64.85530096,132.7281759,0.069411844,53.42932378,133.0583001,0.976675928,64.11477471,154.4414119,0.892751932,49.66224938,157.1654977,0.939828753,84.48370848,178.2118148,0.718803585,68.67709327,172.6196705,0.799606919,129.7168064,173.2828934,0.921002984,120.6950325,176.6012704,0.722859025,73.12294927,219.9914955,0.487273395,59.18088386,220.9685804,0.523377717,63.02653509,300.5217793,0.116658449,58.85828515,299.5558446,0.107932419,43.16334112,308.9382186,0.014236152,39.91915929,309.4615654,0.017796338,pull
