score,nose.x,nose.y,nose.score,leftEye.x,leftEye.y,leftEye.score,rightEye.x,rightEye.y,rightEye.score,leftEar.x,leftEar.y,leftEar.score,rightEar.x,rightEar.y,rightEar.score,leftShoulder.x,leftShoulder.y,leftShoulder.score,rightShoulder.x,rightShoulder.y,rightShoulder.score,leftElbow.x,leftElbow.y,leftElbow.score,rightElbow.x,rightElbow.y,rightElbow.score,leftWrist.x,leftWrist.y,leftWrist.score,rightWrist.x,rightWrist.y,rightWrist.score,leftHip.x,leftHip.y,leftHip.score,rightHip.x,rightHip.y,rightHip.score,leftKnee.x,leftKnee.y,leftKnee.score,rightKnee.x,rightKnee.y,rightKnee.score,leftAnkle.x,leftAnkle.y,leftAnkle.score,rightAnkle.x,rightAnkle.y,rightAnkle.score,shotType
0.442101848,108.7387797,47.98810491,0.229462385,111.8937155,46.69241553,0.203801513,109.0496316,48.14504037,0.106174469,116.3049542,47.23269244,0.180183113,113.2003012,50.85213806,0.072685212,124.9502932,56.62043234,0.391936511,113.2669709,57.4554859,0.485327125,137.3594291,77.65712219,0.398528814,110.6160561,73.41528718,0.265064597,108.7375507,54.99012127,0.191129416,104.2213826,55.04344539,0.346377432,137.9009796,87.95819412,0.765383899,126.749251,90.22037491,0.791213274,134.1211519,125.5581362,0.795991421,125.8736221,127.310623,0.833323121,133.238434,153.0220952,0.771201968,128.2563621,153.1566813,0.687947154,cover
0.063143948,117.4498799,102.737121,0.002066493,113.653701,106.6264468,0.004422992,114.0493727,107.3095478,0.001750946,123.6997968,107.9625111,0.011711001,109.6540755,103.4951295,0.004233211,140.4897668,119.0381655,0.057657719,120.2333502,106.6474469,0.006160915,159.8071978,149.4331211,0.507860899,158.0817315,146.7697559,0.035211056,143.4843605,143.6767341,0.077964962,147.4125606,143.278925,0.014817804,132.3239575,202.175458,0.152522355,31.62685053,173.5309408,0.077628285,150.6002879,262.7651111,0.035221249,132.8621059,259.8055175,0.02797851,137.3759941,263.8351203,0.029236436,133.3177322,263.6482565,0.027002275,cover
0.034086098,117.6267334,45.13958141,0.007046998,188.0524988,79.76279945,0.004122376,91.9391825,-4.568707154,0.004512876,166.4013636,62.8366359,0.004138499,85.23128821,-2.570380868,0.002511978,-46.84425718,-0.882880511,0.031068593,-54.41482642,1.367556724,0.014418066,185.8146578,85.71129587,0.035193175,191.207862,83.85647132,0.037720412,136.3677029,52.0741266,0.063889474,137.8715189,54.08469768,0.088466257,51.75170008,211.4231035,0.027111083,56.96673263,214.1978817,0.022311866,54.3316971,221.4407182,0.034239978,51.30585251,223.4559827,0.026560485,81.33307431,8.015307749,0.082722366,81.09447613,8.416367505,0.093429178,cover
0.494648663,144.6978795,71.55976351,0.9343642,148.0075287,69.83814907,0.825449347,139.2439549,67.13000494,0.914242446,154.2979675,68.31845829,0.651443839,132.6328144,72.1987446,0.494264126,159.0817938,80.51630161,0.656492472,145.1000703,83.47203889,0.74847585,177.0160126,87.31603363,0.441603988,150.2063083,86.89155133,0.239216089,184.3902469,56.35602038,0.471649408,163.3214869,92.59707677,0.179550052,177.3957071,116.4829358,0.347847968,157.9257535,122.9908479,0.462093413,170.1317101,120.9126632,0.254468828,165.3605123,124.2456815,0.209229201,159.1622854,173.5739919,0.316347837,155.8102975,174.0721528,0.262288213,cover
0.008538996,234.8729768,16.63687405,0.000704974,162.7900179,3.606338909,0.000750393,36.42365274,88.53124478,0.000909895,-43.06024039,-2.406998367,0.000645906,18.31845384,-15.97574509,0.001757503,-47.55474436,10.48577157,0.005738378,-54.30068998,37.36237255,0.006992847,57.60906234,271.6068787,0.00360018,66.10558358,272.5481976,0.010002702,-49.41072953,243.5879837,0.002361476,-14.25366235,269.9986677,0.002547204,77.00743026,183.0254224,0.013564944,97.79186026,183.3826028,0.037029147,69.15487742,256.5459196,0.0233863,72.90023922,258.5004992,0.019628495,71.10779165,260.4678855,0.007153213,74.23870814,260.943372,0.008389384,cover
0.334111503,142.6819204,25.36036569,0.151951879,79.95275653,26.79054765,0.161988556,149.0243875,7.636762686,0.126335561,79.83929526,30.18854564,0.184545308,144.6134337,10.95593003,0.148239464,183.025844,30.70403073,0.486770123,70.15919667,41.65144004,0.330813766,104.0052184,63.10532269,0.422454834,129.6253427,58.4252992,0.316368043,106.2370924,77.45830669,0.524345458,128.9058344,63.10721965,0.463742852,185.6023944,100.980306,0.269092232,177.1009928,102.1087023,0.26674366,182.1878159,114.2648749,0.361651659,177.7237473,115.0351736,0.22376442,175.1867035,173.6555166,0.686872602,172.5539567,173.7350464,0.554215133,cover
0.489108605,108.9000835,49.68816705,0.27410084,111.6955234,46.61672867,0.21866405,109.3982622,48.22283793,0.156182766,116.050459,49.81884789,0.269836009,112.9042332,50.67320056,0.123386174,131.3954988,74.74775797,0.494497776,114.3881356,57.67022515,0.521354795,137.5315982,78.28356375,0.448042452,135.1206086,77.12574228,0.399151117,137.1800285,109.0427265,0.333468735,124.0331984,92.8282118,0.25314486,135.8187783,92.39715695,0.843824863,125.6656513,92.88919946,0.78899157,125.7291682,129.4972282,0.847786427,124.7560375,129.129913,0.858750224,132.0232228,154.6620469,0.761450946,127.9527954,154.6801972,0.722212672,cover
0.453611888,123.3096824,99.20192971,0.469616055,125.8071306,95.0451773,0.514142096,130.3811693,93.42656414,0.186010987,134.0736478,92.39543811,0.659502387,134.4354414,92.78543673,0.150081873,142.3817913,106.0073259,0.856887341,135.5907336,107.2842728,0.830508709,134.563829,129.7082359,0.666860819,124.2469936,129.1169727,0.61875838,118.7651935,132.1771228,0.510927498,121.3214741,127.7884873,0.416953623,157.5494432,160.3040287,0.719107628,155.4855881,162.397683,0.720460415,146.3485005,202.750655,0.124888927,142.5718256,202.3317567,0.106933117,153.3428266,225.9208353,0.094425857,153.0609368,235.7692377,0.065336376,cover
0.460070594,156.038645,64.22575717,0.646617413,158.9994854,60.09012512,0.583900809,152.4094162,61.59280562,0.496245474,166.973497,60.28334324,0.493387103,150.1673895,63.65974218,0.296920419,182.4165374,76.66692771,0.858326316,146.2381029,80.03338766,0.667831182,189.6987737,131.7478135,0.51290375,135.5457766,97.67225985,0.540651858,160.8047842,90.02822104,0.329903901,135.1495884,113.0194282,0.396731764,184.3423331,164.3179036,0.504463077,189.4466474,164.8918182,0.527192771,173.8506035,211.3146296,0.377695531,193.1653093,216.1941231,0.337244391,158.7200536,252.0822963,0.140708745,146.933779,183.3430784,0.1104756,cover
0.626716835,98.36747581,0.081173003,0.274827719,103.2036154,-3.087084674,0.327959418,98.32013201,-1.940383614,0.136601448,114.7644815,-6.112182001,0.289603442,102.6026091,-2.985114532,0.110459059,124.9263541,4.474039857,0.873796582,114.7262039,5.095908243,0.770584702,140.7902699,26.71684681,0.683242798,110.7965254,31.60384137,0.455738723,130.8991369,31.39903443,0.585292041,100.4720131,38.69708763,0.628340602,132.3895406,46.15767364,0.953126252,132.4671111,51.26595107,0.957142472,138.1314823,85.04467975,0.981055975,139.4527094,84.86037199,0.917590737,132.0795616,128.7504411,0.870180726,134.9959437,128.6925438,0.838643491,cover
0.749077686,125.2299387,33.37659799,0.802876711,127.5900577,28.25289774,0.671149909,123.4691516,28.64035818,0.13848716,130.4551952,27.43092251,0.853703618,142.9516447,28.55028605,0.154078454,150.2738151,40.91812312,0.955958486,158.2490379,37.54369684,0.895828843,174.9045287,72.88958479,0.805858791,177.2336552,72.32927849,0.754832089,118.1076347,81.34699128,0.785997033,118.2408849,79.44002263,0.555867434,177.3427169,94.79299761,0.992164969,174.6457764,94.4336264,0.97293669,158.1877297,136.5698729,0.943255007,157.9891101,136.2763609,0.838477671,165.0323474,173.9951523,0.91456902,163.2030918,173.7016849,0.698278785,cover
