score,nose.x,nose.y,nose.score,leftEye.x,rlefteye.X,leftEye.y,leftEye.Y,leftEye.score,rightEye.x,rightEye.X,rightEye.y,rightEye.Y,rightEye.score,leftEar.x,leftear.X,leftEar.y,leftear.Y,leftEar.score,rightEar.x,rightear.X,rightEar.y,rightyear.Y,rightEar.score,leftShoulder.x,leftshoulder.X,leftShoulder.y,leftshould.Y,leftShoulder.score,rightShoulder.x,rightShould.X,rightShoulder.y,rightshoul.Y,rightShoulder.score,leftElbow.x,leftelb.X,leftElbow.y,leftelb.Y,leftElbow.score,rightElbow.x,rightelb.X,rightElbow.y,rightelb.Y,rightElbow.score,leftWrist.x,leftwrist.X,leftWrist.y,LEFTWRIST.Y,leftWrist.score,rightWrist.x,Rwrist.X,rightWrist.y,Rwrist.Y,rightWrist.score,leftHip.x,Lhip.X,leftHip.y,Lhip.Y,leftHip.score,rightHip.x,Rhip.X,rightHip.y,Rhip.Y,rightHip.score,leftKnee.x,Lknee.X,leftKnee.y,Lknee.Y,leftKnee.score,rightKnee.x,Rknee.X,rightKnee.y,Rknee.Y,rightKnee.score,leftAnkle.x,Lank.X,leftAnkle.y,Lank.Y,leftAnkle.score,rightAnkle.x,Rank.X,rightAnkle.y,Rank.Y,rightAnkle.score,shotType
0.442101848,108.7387797,47.98810491,0.229462385,111.8937155,3.154935725,46.69241553,-1.295689386,0.203801513,109.0496316,0.310851813,48.14504037,0.156935458,0.106174469,116.3049542,7.566174459,47.23269244,-0.755412477,0.180183113,113.2003012,4.46152149,50.85213806,2.864033146,0.072685212,124.9502932,16.21151342,56.62043234,8.632327425,0.391936511,113.2669709,4.528191117,57.4554859,9.467380984,0.485327125,137.3594291,28.6206494,77.65712219,29.66901727,0.398528814,110.6160561,1.87727635,73.41528718,25.42718227,0.265064597,108.7375507,-0.001229015,54.99012127,7.002016357,0.191129416,104.2213826,-4.517397157,55.04344539,7.055340481,0.346377432,137.9009796,29.16219986,87.95819412,39.97008921,0.765383899,126.749251,18.01047121,90.22037491,42.23227,0.791213274,134.1211519,25.38237219,125.5581362,77.57003131,0.795991421,125.8736221,17.13484233,127.310623,79.32251808,0.833323121,133.238434,24.49965421,153.0220952,105.0339903,0.771201968,128.2563621,19.5175824,153.1566813,105.1685764,0.687947154,cover
0.063143948,117.4498799,102.737121,0.002066493,113.653701,-3.796178914,106.6264468,3.889325806,0.004422992,114.0493727,-3.400507233,107.3095478,4.572426763,0.001750946,123.6997968,6.249916878,107.9625111,5.225390126,0.011711001,109.6540755,-7.795804391,103.4951295,0.758008549,0.004233211,140.4897668,23.03988683,119.0381655,16.30104451,0.057657719,120.2333502,2.783470302,106.6474469,3.910325937,0.006160915,159.8071978,42.35731785,149.4331211,46.69600015,0.507860899,158.0817315,40.63185161,146.7697559,44.03263493,0.035211056,143.4843605,26.03448059,143.6767341,40.93961308,0.077964962,147.4125606,29.96268068,143.278925,40.54180398,0.014817804,132.3239575,14.87407759,202.175458,99.43833704,0.152522355,31.62685053,-85.8230294,173.5309408,70.7938198,0.077628285,150.6002879,33.15040796,262.7651111,160.0279901,0.035221249,132.8621059,15.41222598,259.8055175,157.0683965,0.02797851,137.3759941,19.92611421,263.8351203,161.0979993,0.029236436,133.3177322,15.86785224,263.6482565,160.9111355,0.027002275,cover
0.034086098,117.6267334,45.13958141,0.007046998,188.0524988,70.42576534,79.76279945,34.62321805,0.004122376,91.9391825,-25.68755094,-4.568707154,-49.70828856,0.004512876,166.4013636,48.77463018,62.8366359,17.6970545,0.004138499,85.23128821,-32.39544523,-2.570380868,-47.70996227,0.002511978,-46.84425718,-164.4709906,-0.882880511,-46.02246192,0.031068593,-54.41482642,-172.0415599,1.367556724,-43.77202468,0.014418066,185.8146578,68.1879244,85.71129587,40.57171447,0.035193175,191.207862,73.58112855,83.85647132,38.71688991,0.037720412,136.3677029,18.74096941,52.0741266,6.934545198,0.063889474,137.8715189,20.24478541,54.08469768,8.945116273,0.088466257,51.75170008,-65.87503337,211.4231035,166.2835221,0.027111083,56.96673263,-60.66000081,214.1978817,169.0583003,0.022311866,54.3316971,-63.29503635,221.4407182,176.3011368,0.034239978,51.30585251,-66.32088093,223.4559827,178.3164013,0.026560485,81.33307431,-36.29365914,8.015307749,-37.12427366,0.082722366,81.09447613,-36.53225732,8.416367505,-36.7232139,0.093429178,cover
0.494648663,144.6978795,71.55976351,0.9343642,148.0075287,3.309649159,69.83814907,-1.721614437,0.825449347,139.2439549,-5.453924632,67.13000494,-4.429758569,0.914242446,154.2979675,9.600087919,68.31845829,-3.241305221,0.651443839,132.6328144,-12.06506514,72.1987446,0.638981088,0.494264126,159.0817938,14.38391422,80.51630161,8.9565381,0.656492472,145.1000703,0.402190806,83.47203889,11.91227538,0.74847585,177.0160126,32.31813305,87.31603363,15.75627012,0.441603988,150.2063083,5.508428789,86.89155133,15.33178782,0.239216089,184.3902469,39.69236738,56.35602038,-15.20374313,0.471649408,163.3214869,18.62360735,92.59707677,21.03731326,0.179550052,177.3957071,32.69782753,116.4829358,44.92317229,0.347847968,157.9257535,13.22787392,122.9908479,51.43108442,0.462093413,170.1317101,25.43383053,120.9126632,49.35289969,0.254468828,165.3605123,20.6626328,124.2456815,52.68591795,0.209229201,159.1622854,14.46440582,173.5739919,102.0142284,0.316347837,155.8102975,11.11241797,174.0721528,102.5123893,0.262288213,cover
0.008538996,234.8729768,16.63687405,0.000704974,162.7900179,-72.08295889,3.606338909,-13.03053515,0.000750393,36.42365274,-198.4493241,88.53124478,71.89437072,0.000909895,-43.06024039,-277.9332172,-2.406998367,-19.04387242,0.000645906,18.31845384,-216.554523,-15.97574509,-32.61261914,0.001757503,-47.55474436,-282.4277212,10.48577157,-6.151102489,0.005738378,-54.30068998,-289.1736668,37.36237255,20.7254985,0.006992847,57.60906234,-177.2639145,271.6068787,254.9700047,0.00360018,66.10558358,-168.7673932,272.5481976,255.9113235,0.010002702,-49.41072953,-284.2837063,243.5879837,226.9511097,0.002361476,-14.25366235,-249.1266392,269.9986677,253.3617936,0.002547204,77.00743026,-157.8655466,183.0254224,166.3885484,0.013564944,97.79186026,-137.0811166,183.3826028,166.7457287,0.037029147,69.15487742,-165.7180994,256.5459196,239.9090455,0.0233863,72.90023922,-161.9727376,258.5004992,241.8636252,0.019628495,71.10779165,-163.7651852,260.4678855,243.8310115,0.007153213,74.23870814,-160.6342687,260.943372,244.3064979,0.008389384,cover
0.334111503,142.6819204,25.36036569,0.151951879,79.95275653,-62.72916386,26.79054765,1.430181956,0.161988556,149.0243875,6.342467074,7.636762686,-17.72360301,0.126335561,79.83929526,-62.84262512,30.18854564,4.828179949,0.184545308,144.6134337,1.93151333,10.95593003,-14.40443566,0.148239464,183.025844,40.34392361,30.70403073,5.343665038,0.486770123,70.15919667,-72.52272372,41.65144004,16.29107434,0.330813766,104.0052184,-38.676702,63.10532269,37.744957,0.422454834,129.6253427,-13.05657769,58.4252992,33.06493351,0.316368043,106.2370924,-36.44482802,77.45830669,52.097941,0.524345458,128.9058344,-13.776086,63.10721965,37.74685396,0.463742852,185.6023944,42.92047404,100.980306,75.61994026,0.269092232,177.1009928,34.41907237,102.1087023,76.74833661,0.26674366,182.1878159,39.50589547,114.2648749,88.90450919,0.361651659,177.7237473,35.04182689,115.0351736,89.67480789,0.22376442,175.1867035,32.50478307,173.6555166,148.2951509,0.686872602,172.5539567,29.87203635,173.7350464,148.3746807,0.554215133,cover
0.489108605,108.9000835,49.68816705,0.27410084,111.6955234,2.795439843,46.61672867,-3.071438385,0.21866405,109.3982622,0.498178682,48.22283793,-1.465329122,0.156182766,116.050459,7.150375426,49.81884789,0.130680841,0.269836009,112.9042332,4.004149678,50.67320056,0.985033503,0.123386174,131.3954988,22.49541524,74.74775797,25.05959091,0.494497776,114.3881356,5.488052071,57.67022515,7.982058098,0.521354795,137.5315982,28.63151461,78.28356375,28.5953967,0.448042452,135.1206086,26.22052501,77.12574228,27.43757523,0.399151117,137.1800285,28.27994499,109.0427265,59.35455946,0.333468735,124.0331984,15.13311483,92.8282118,43.14004475,0.25314486,135.8187783,26.91869476,92.39715695,42.7089899,0.843824863,125.6656513,16.76556776,92.88919946,43.20103241,0.78899157,125.7291682,16.8290847,129.4972282,79.80906119,0.847786427,124.7560375,15.85595394,129.129913,79.44174592,0.858750224,132.0232228,23.12313926,154.6620469,104.9738799,0.761450946,127.9527954,19.05271181,154.6801972,104.9920301,0.722212672,cover
0.453611888,123.3096824,99.20192971,0.469616055,125.8071306,2.49744816,95.0451773,-4.156752412,0.514142096,130.3811693,7.071486892,93.42656414,-5.77536557,0.186010987,134.0736478,10.76396541,92.39543811,-6.806491599,0.659502387,134.4354414,11.12575902,92.78543673,-6.416492982,0.150081873,142.3817913,19.07210888,106.0073259,6.805396173,0.856887341,135.5907336,12.28105122,107.2842728,8.082343076,0.830508709,134.563829,11.25414659,129.7082359,30.50630621,0.666860819,124.2469936,0.937311195,129.1169727,29.91504298,0.61875838,118.7651935,-4.544488929,132.1771228,32.97519313,0.510927498,121.3214741,-1.98820834,127.7884873,28.58655759,0.416953623,157.5494432,34.23976082,160.3040287,61.10209899,0.719107628,155.4855881,32.1759057,162.397683,63.19575328,0.720460415,146.3485005,23.03881812,202.750655,103.5487253,0.124888927,142.5718256,19.26214315,202.3317567,103.129827,0.106933117,153.3428266,30.03314423,225.9208353,126.7189056,0.094425857,153.0609368,29.75125443,235.7692377,136.567308,0.065336376,cover
0.460070594,156.038645,64.22575717,0.646617413,158.9994854,2.960840366,60.09012512,-4.135632051,0.583900809,152.4094162,-3.629228763,61.59280562,-2.632951551,0.496245474,166.973497,10.93485198,60.28334324,-3.942413924,0.493387103,150.1673895,-5.871255481,63.65974218,-0.566014984,0.296920419,182.4165374,26.3778924,76.66692771,12.44117054,0.858326316,146.2381029,-9.800542097,80.03338766,15.80763049,0.667831182,189.6987737,33.6601287,131.7478135,67.52205637,0.51290375,135.5457766,-20.49286839,97.67225985,33.44650269,0.540651858,160.8047842,4.766139168,90.02822104,25.80246387,0.329903901,135.1495884,-20.88905661,113.0194282,48.79367101,0.396731764,184.3423331,28.30368814,164.3179036,100.0921465,0.504463077,189.4466474,33.40800245,164.8918182,100.666061,0.527192771,173.8506035,17.81195852,211.3146296,147.0888724,0.377695531,193.1653093,37.12666434,216.1941231,151.968366,0.337244391,158.7200536,2.681408596,252.0822963,187.8565391,0.140708745,146.933779,-9.104865998,183.3430784,119.1173212,0.1104756,cover
0.626716835,98.36747581,0.081173003,0.274827719,103.2036154,4.836139605,-3.087084674,-3.168257677,0.327959418,98.32013201,-0.047343807,-1.940383614,-2.021556617,0.136601448,114.7644815,16.39700567,-6.112182001,-6.193355004,0.289603442,102.6026091,4.235133308,-2.985114532,-3.066287535,0.110459059,124.9263541,26.55887826,4.474039857,4.392866854,0.873796582,114.7262039,16.35872807,5.095908243,5.01473524,0.770584702,140.7902699,42.42279409,26.71684681,26.6356738,0.683242798,110.7965254,12.4290496,31.60384137,31.52266837,0.455738723,130.8991369,32.5316611,31.39903443,31.31786143,0.585292041,100.4720131,2.104537311,38.69708763,38.61591462,0.628340602,132.3895406,34.0220648,46.15767364,46.07650064,0.953126252,132.4671111,34.09963526,51.26595107,51.18477807,0.957142472,138.1314823,39.7640065,85.04467975,84.96350675,0.981055975,139.4527094,41.08523358,84.86037199,84.77919898,0.917590737,132.0795616,33.71208577,128.7504411,128.6692681,0.870180726,134.9959437,36.62846784,128.6925438,128.6113708,0.838643491,cover
